HGNC ID	Approved symbol	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:42014	USP24P1	ubiquitin specific peptidase 24 pseudogene 1	ENSG00000229375
HGNC:12624	USP25	ubiquitin specific peptidase 25	ENSG00000155313
HGNC:13485	USP26	ubiquitin specific peptidase 26	ENSG00000134588
HGNC:13486	USP27X	ubiquitin specific peptidase 27 X-linked	ENSG00000273820
HGNC:27249	USP27X-DT	USP27X divergent transcript	ENSG00000234390
HGNC:12625	USP28	ubiquitin specific peptidase 28	ENSG00000048028
HGNC:18563	USP29	ubiquitin specific peptidase 29	ENSG00000131864
HGNC:20065	USP30	ubiquitin specific peptidase 30	ENSG00000135093
HGNC:40909	USP30-AS1	USP30 antisense RNA 1	ENSG00000256262
HGNC:20060	USP31	ubiquitin specific peptidase 31	ENSG00000103404
HGNC:19143	USP32	ubiquitin specific peptidase 32	ENSG00000170832
HGNC:43570	USP32P1	ubiquitin specific peptidase 32 pseudogene 1	ENSG00000188933
HGNC:30751	USP32P2	ubiquitin specific peptidase 32 pseudogene 2	ENSG00000233327
HGNC:43576	USP32P3	ubiquitin specific peptidase 32 pseudogene 3	ENSG00000189423
HGNC:43577	USP32P4	ubiquitin specific peptidase 32 pseudogene 4	
HGNC:20059	USP33	ubiquitin specific peptidase 33	ENSG00000077254
HGNC:20066	USP34	ubiquitin specific peptidase 34	ENSG00000115464
HGNC:55262	USP34-DT	USP34 divergent transcript	ENSG00000270820
HGNC:20061	USP35	ubiquitin specific peptidase 35	ENSG00000118369
HGNC:20062	USP36	ubiquitin specific peptidase 36	ENSG00000055483
HGNC:20063	USP37	ubiquitin specific peptidase 37	ENSG00000135913
HGNC:55020	USP37P1	USP37 pseudogene 1	ENSG00000270826
HGNC:20067	USP38	ubiquitin specific peptidase 38	ENSG00000170185
HGNC:55554	USP38-DT	USP38 divergent transcript	
HGNC:20071	USP39	ubiquitin specific peptidase 39	ENSG00000168883
HGNC:20069	USP40	ubiquitin specific peptidase 40	ENSG00000085982
HGNC:20070	USP41	ubiquitin specific peptidase 41	ENSG00000161133
HGNC:20068	USP42	ubiquitin specific peptidase 42	ENSG00000106346
HGNC:20072	USP43	ubiquitin specific peptidase 43	ENSG00000154914
HGNC:20064	USP44	ubiquitin specific peptidase 44	ENSG00000136014
HGNC:20080	USP45	ubiquitin specific peptidase 45	ENSG00000123552
HGNC:20075	USP46	ubiquitin specific peptidase 46	ENSG00000109189
HGNC:43991	USP46-DT	USP46 divergent transcript	ENSG00000248866
HGNC:20076	USP47	ubiquitin specific peptidase 47	ENSG00000170242
HGNC:18533	USP48	ubiquitin specific peptidase 48	ENSG00000090686
HGNC:20078	USP49	ubiquitin specific peptidase 49	ENSG00000164663
HGNC:20079	USP50	ubiquitin specific peptidase 50	ENSG00000170236
HGNC:23086	USP51	ubiquitin specific peptidase 51	ENSG00000247746
HGNC:29255	USP53	ubiquitin specific peptidase 53	ENSG00000145390
HGNC:23513	USP54	ubiquitin specific peptidase 54	ENSG00000166348
HGNC:20294	USPL1	ubiquitin specific peptidase like 1	ENSG00000132952
HGNC:17223	UST	uronyl 2-sulfotransferase	ENSG00000111962
HGNC:40802	UST-AS1	UST antisense RNA 1	ENSG00000227660
HGNC:40803	UST-AS2	UST antisense RNA 2	ENSG00000236591
HGNC:12634	UTF1	undifferentiated embryonic cell transcription factor 1	ENSG00000171794
HGNC:24477	UTP3	UTP3 small subunit processome component	ENSG00000132467
HGNC:1983	UTP4	UTP4 small subunit processome component	ENSG00000141076
HGNC:18279	UTP6	UTP6 small subunit processome component	ENSG00000108651
HGNC:24329	UTP11	UTP11 small subunit processome component	ENSG00000183520
HGNC:10665	UTP14A	UTP14A small subunit processome component	ENSG00000156697
HGNC:20321	UTP14C	UTP14C small subunit processome component	ENSG00000253797
HGNC:25758	UTP15	UTP15 small subunit processome component	ENSG00000164338
HGNC:24274	UTP18	UTP18 small subunit processome component	ENSG00000011260
HGNC:17897	UTP20	UTP20 small subunit processome component	ENSG00000120800
HGNC:28224	UTP23	UTP23 small subunit processome component	ENSG00000147679
HGNC:28440	UTP25	UTP25 small subunit processor component	ENSG00000117597
HGNC:12635	UTRN	utrophin	ENSG00000152818
HGNC:12636	UTS2	urotensin 2	ENSG00000049247
HGNC:30894	UTS2B	urotensin 2B	ENSG00000188958
HGNC:4468	UTS2R	urotensin 2 receptor	ENSG00000181408
HGNC:12638	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	ENSG00000183878
HGNC:12639	UVO	symbol withdrawn, see [HGNC:1748](/data/gene-symbol-report/#!/hgnc_id/HGNC:1748)	
HGNC:12640	UVRAG	UV radiation resistance associated	ENSG00000198382
HGNC:53952	UVRAG-DT	UVRAG divergent transcript	ENSG00000255507
HGNC:29304	UVSSA	UV stimulated scaffold protein A	ENSG00000163945
HGNC:17729	UXS1	UDP-glucuronate decarboxylase 1	ENSG00000115652
HGNC:12641	UXT	ubiquitously expressed prefoldin like chaperone	ENSG00000126756
HGNC:49239	UXT-AS1	UXT antisense RNA 1	ENSG00000267064
HGNC:25507	VAC14	VAC14 component of PIKFYVE complex	ENSG00000103043
HGNC:48605	VAC14-AS1	VAC14 antisense RNA 1	ENSG00000214353
HGNC:12642	VAMP1	vesicle associated membrane protein 1	ENSG00000139190
HGNC:12643	VAMP2	vesicle associated membrane protein 2	ENSG00000220205
HGNC:12644	VAMP3	vesicle associated membrane protein 3	ENSG00000049245
HGNC:12645	VAMP4	vesicle associated membrane protein 4	ENSG00000117533
HGNC:12646	VAMP5	vesicle associated membrane protein 5	ENSG00000168899
HGNC:11486	VAMP7	vesicle associated membrane protein 7	ENSG00000124333
HGNC:12647	VAMP8	vesicle associated membrane protein 8	ENSG00000118640
HGNC:53817	VAMP9P	vesicle associated membrane protein 9, pseudogene	ENSG00000284516
HGNC:15512	VANGL1	VANGL planar cell polarity protein 1	ENSG00000173218
HGNC:15511	VANGL2	VANGL planar cell polarity protein 2	ENSG00000162738
HGNC:12648	VAPA	VAMP associated protein A	ENSG00000101558
HGNC:12649	VAPB	VAMP associated protein B and C	ENSG00000124164
HGNC:12651	VARS1	valyl-tRNA synthetase 1	ENSG00000204394
HGNC:21642	VARS2	valyl-tRNA synthetase 2, mitochondrial	ENSG00000137411
HGNC:19964	VASH1	vasohibin 1	ENSG00000071246
HGNC:53215	VASH1-AS1	VASH1 antisense RNA 1	ENSG00000258301
HGNC:55446	VASH1-DT	VASH1 divergent transcript	
HGNC:25723	VASH2	vasohibin 2	ENSG00000143494
HGNC:18517	VASN	vasorin	ENSG00000168140
HGNC:12652	VASP	vasodilator stimulated phosphoprotein	ENSG00000125753
HGNC:16919	VAT1	vesicle amine transport 1	ENSG00000108828
HGNC:12653	VAT1	symbol withdrawn, see [HGNC:10934](/data/gene-symbol-report/#!/hgnc_id/HGNC:10934)	
HGNC:29315	VAT1L	vesicle amine transport 1 like	ENSG00000171724
HGNC:12657	VAV1	vav guanine nucleotide exchange factor 1	ENSG00000141968
HGNC:12658	VAV2	vav guanine nucleotide exchange factor 2	ENSG00000160293
HGNC:12659	VAV3	vav guanine nucleotide exchange factor 3	ENSG00000134215
HGNC:40608	VAV3-AS1	VAV3 antisense RNA 1	ENSG00000230489
HGNC:12660	VAX1	ventral anterior homeobox 1	ENSG00000148704
HGNC:12661	VAX2	ventral anterior homeobox 2	ENSG00000116035
HGNC:12662	VBP1	VHL binding protein 1	ENSG00000155959
HGNC:12663	VCAM1	vascular cell adhesion molecule 1	ENSG00000162692
HGNC:2464	VCAN	versican	ENSG00000038427
HGNC:40163	VCAN-AS1	VCAN antisense RNA 1	ENSG00000249835
HGNC:12664	VCF	symbol withdrawn, see [HGNC:11592](/data/gene-symbol-report/#!/hgnc_id/HGNC:11592)	
HGNC:12665	VCL	vinculin	ENSG00000035403
HGNC:12666	VCP	valosin containing protein	ENSG00000165280
HGNC:30897	VCPIP1	valosin containing protein interacting protein 1	ENSG00000175073
HGNC:20352	VCPKMT	valosin containing protein lysine methyltransferase	ENSG00000100483
HGNC:12667	VCX	variable charge X-linked	ENSG00000182583
HGNC:18158	VCX2	variable charge X-linked 2	ENSG00000177504
HGNC:18159	VCX3A	variable charge X-linked 3A	ENSG00000169059
HGNC:31838	VCX3B	variable charge X-linked 3B	ENSG00000205642
HGNC:12668	VCY	variable charge Y-linked	ENSG00000129864
HGNC:31751	VCY1B	variable charge Y-linked 1B	ENSG00000129862
HGNC:12669	VDAC1	voltage dependent anion channel 1	ENSG00000213585
HGNC:12671	VDAC1P1	voltage dependent anion channel 1 pseudogene 1	ENSG00000073905
HGNC:12670	VDAC1P2	voltage dependent anion channel 1 pseudogene 2	ENSG00000213856
HGNC:37478	VDAC1P3	voltage dependent anion channel 1 pseudogene 3	ENSG00000234702
HGNC:12675	VDAC1P4	voltage dependent anion channel 1 pseudogene 4	ENSG00000235060
HGNC:12676	VDAC1P5	voltage dependent anion channel 1 pseudogene 5	ENSG00000270858
HGNC:37481	VDAC1P6	voltage dependent anion channel 1 pseudogene 6	ENSG00000231341
HGNC:37482	VDAC1P7	voltage dependent anion channel 1 pseudogene 7	ENSG00000213450
HGNC:37483	VDAC1P8	voltage dependent anion channel 1 pseudogene 8	ENSG00000229036
HGNC:37484	VDAC1P9	voltage dependent anion channel 1 pseudogene 9	ENSG00000232366
HGNC:37479	VDAC1P10	voltage dependent anion channel 1 pseudogene 10	ENSG00000232809
HGNC:37480	VDAC1P11	voltage dependent anion channel 1 pseudogene 11	ENSG00000237679
HGNC:39680	VDAC1P12	voltage dependent anion channel 1 pseudogene 12	ENSG00000227254
HGNC:50515	VDAC1P13	voltage dependent anion channel 1 pseudogene 13	ENSG00000232526
HGNC:12672	VDAC2	voltage dependent anion channel 2	ENSG00000165637
HGNC:12673	VDAC2P1	VDAC2 pseudogene 1	ENSG00000214976
HGNC:32693	VDAC2P2	VDAC2 pseudogene 2	ENSG00000255776
HGNC:51931	VDAC2P3	VDAC2 pseudogene 3	ENSG00000213262
HGNC:51932	VDAC2P4	VDAC2 pseudogene 4	ENSG00000234682
HGNC:54753	VDAC2P5	VDAC2 pseudogene 5	ENSG00000172974
HGNC:12674	VDAC3	voltage dependent anion channel 3	ENSG00000078668
HGNC:20722	VDAC3P1	voltage dependent anion channel 3 pseudogene 1	ENSG00000271198
HGNC:12677	VDD1	symbol withdrawn, see [HGNC:2606](/data/gene-symbol-report/#!/hgnc_id/HGNC:2606)	
HGNC:12678	VDI	vesicular stomatitis virus defective interfering particle suppression	
HGNC:12679	VDR	vitamin D receptor	ENSG00000111424
HGNC:12680	VEGFA	vascular endothelial growth factor A	ENSG00000112715
HGNC:12681	VEGFB	vascular endothelial growth factor B	ENSG00000173511
HGNC:12682	VEGFC	vascular endothelial growth factor C	ENSG00000150630
HGNC:3708	VEGFD	vascular endothelial growth factor D	ENSG00000165197
HGNC:13639	VENTX	VENT homeobox	ENSG00000151650
HGNC:30900	VENTXP1	VENT homeobox pseudogene 1	ENSG00000259849
HGNC:30901	VENTXP2	VENT homeobox pseudogene 2	ENSG00000215037
HGNC:30902	VENTXP3	VENT homeobox pseudogene 3	ENSG00000257364
HGNC:30903	VENTXP4	VENT homeobox pseudogene 4	ENSG00000230465
HGNC:32214	VENTXP5	VENT homeobox pseudogene 5	ENSG00000253569
HGNC:32216	VENTXP6	VENT homeobox pseudogene 6	ENSG00000254105
HGNC:13638	VENTXP7	VENT homeobox pseudogene 7	ENSG00000236380
HGNC:54910	VENTXP8	VENTX pseudogene 8	
HGNC:25735	VEPH1	ventricular zone expressed PH domain containing 1	ENSG00000197415
HGNC:12949	VEZF1	vascular endothelial zinc finger 1	ENSG00000136451
HGNC:32320	VEZF1P1	vascular endothelial zinc finger 1 pseudogene 1	ENSG00000236229
HGNC:18258	VEZT	vezatin, adherens junctions transmembrane protein	ENSG00000028203
HGNC:54949	VEZTP1	VEZT pseudogene 1	ENSG00000224072
HGNC:12684	VGF	VGF nerve growth factor inducible	ENSG00000128564
HGNC:12685	VGL	symbol withdrawn, see [HGNC:4857](/data/gene-symbol-report/#!/hgnc_id/HGNC:4857)	
HGNC:20985	VGLL1	vestigial like family member 1	ENSG00000102243
HGNC:20232	VGLL2	vestigial like family member 2	ENSG00000170162
HGNC:24327	VGLL3	vestigial like family member 3	ENSG00000206538
HGNC:28966	VGLL4	vestigial like family member 4	ENSG00000144560
HGNC:12686	VGR	symbol withdrawn, see [HGNC:1073](/data/gene-symbol-report/#!/hgnc_id/HGNC:1073)	
HGNC:12687	VHL	von Hippel-Lindau tumor suppressor	ENSG00000134086
HGNC:30666	VHLL	VHL like	ENSG00000189030
HGNC:12688	VHLP	symbol withdrawn, see [HGNC:30666](/data/gene-symbol-report/#!/hgnc_id/HGNC:30666)	
HGNC:12689	VHR	symbol withdrawn, see [HGNC:3069](/data/gene-symbol-report/#!/hgnc_id/HGNC:3069)	
HGNC:15800	VIAAT	symbol withdrawn, see [HGNC:11018](/data/gene-symbol-report/#!/hgnc_id/HGNC:11018)	
HGNC:12690	VIL1	villin 1	ENSG00000127831
HGNC:30906	VILL	villin like	ENSG00000136059
HGNC:12692	VIM	vimentin	ENSG00000026025
HGNC:44879	VIM-AS1	VIM antisense RNA 1	ENSG00000229124
HGNC:43891	VIM2P	vimentin 2, pseudogene	
HGNC:53736	VINAC1P	vinculin/alpha-catenin family member 1, pseudogene	ENSG00000283698
HGNC:12693	VIP	vasoactive intestinal peptide	ENSG00000146469
HGNC:20347	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	ENSG00000151445
HGNC:12694	VIPR1	vasoactive intestinal peptide receptor 1	ENSG00000114812
HGNC:40610	VIPR1-AS1	VIPR1 antisense RNA 1	ENSG00000232354
HGNC:12695	VIPR2	vasoactive intestinal peptide receptor 2	ENSG00000106018
HGNC:24500	VIRMA	vir like m6A methyltransferase associated	ENSG00000164944
HGNC:55531	VIRMA-DT	VIRMA divergent transcript	
HGNC:12696	VIS1	viral integration site 1	
HGNC:12697	VIT	vitrin	ENSG00000205221
HGNC:21491	VKCFD2	symbol withdrawn, see [HGNC:23663](/data/gene-symbol-report/#!/hgnc_id/HGNC:23663)	
HGNC:23663	VKORC1	vitamin K epoxide reductase complex subunit 1	ENSG00000167397
HGNC:21492	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	ENSG00000196715
HGNC:33182	VKORC1P1	VKORC1 pseudogene 1	ENSG00000233243
HGNC:33183	VKORC1P2	VKORC1 pseudogene 2	
HGNC:12698	VLDLR	very low density lipoprotein receptor	ENSG00000147852
HGNC:49621	VLDLR-AS1	VLDLR antisense RNA 1	ENSG00000236404
HGNC:22082	VMA21	vacuolar ATPase assembly factor VMA21	ENSG00000160131
HGNC:33803	VMAC	vimentin type intermediate filament associated coiled-coil protein	ENSG00000187650
HGNC:12699	VMAT1	symbol withdrawn, see [HGNC:10934](/data/gene-symbol-report/#!/hgnc_id/HGNC:10934)	
HGNC:12700	VMAT2	symbol withdrawn, see [HGNC:10935](/data/gene-symbol-report/#!/hgnc_id/HGNC:10935)	
HGNC:12701	VMCM	symbol withdrawn, see [HGNC:11724](/data/gene-symbol-report/#!/hgnc_id/HGNC:11724)	
HGNC:12702	VMD1	vitelliform macular dystrophy, atypical	
HGNC:12704	VMGLOM	symbol withdrawn, see [HGNC:14373](/data/gene-symbol-report/#!/hgnc_id/HGNC:14373)	
HGNC:30387	VMO1	vitelline membrane outer layer 1 homolog	ENSG00000182853
HGNC:29559	VMP1	vacuole membrane protein 1	ENSG00000062716
HGNC:13548	VN1R1	vomeronasal 1 receptor 1	ENSG00000178201
HGNC:19872	VN1R2	vomeronasal 1 receptor 2	ENSG00000196131
HGNC:19867	VN1R3	vomeronasal 1 receptor 3	ENSG00000180663
HGNC:19871	VN1R4	vomeronasal 1 receptor 4	ENSG00000228567
HGNC:19870	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)	ENSG00000197617
HGNC:13712	VN1R6P	vomeronasal 1 receptor 6, pseudogene	ENSG00000174677
HGNC:8496	VN1R7P	vomeronasal 1 receptor 7 pseudogene	ENSG00000275592
HGNC:8497	VN1R8P	vomeronasal 1 receptor 8 pseudogene	ENSG00000219280
HGNC:20257	VN1R9P	vomeronasal 1 receptor 9 pseudogene	ENSG00000276400
HGNC:13550	VN1R10P	vomeronasal 1 receptor 10 pseudogene	ENSG00000220758
HGNC:13551	VN1R11P	vomeronasal 1 receptor 11, pseudogene	ENSG00000219770
HGNC:18722	VN1R12P	vomeronasal 1 receptor 12, pseudogene	ENSG00000220581
HGNC:18723	VN1R13P	vomeronasal 1 receptor 13 pseudogene	ENSG00000216762
HGNC:18721	VN1R14P	vomeronasal 1 receptor 14 pseudogene	
HGNC:37327	VN1R15P	vomeronasal 1 receptor 15 pseudogene	
HGNC:37330	VN1R16P	vomeronasal 1 receptor 16 pseudogene	
HGNC:37331	VN1R17P	vomeronasal 1 receptor 17 pseudogene	ENSG00000235818
HGNC:37334	VN1R18P	vomeronasal 1 receptor 18 pseudogene	ENSG00000275423
HGNC:37328	VN1R19P	vomeronasal 1 receptor 19 pseudogene	
HGNC:37335	VN1R20P	vomeronasal 1 receptor 20 pseudogene	ENSG00000233121
HGNC:37336	VN1R21P	vomeronasal 1 receptor 21 pseudogene	ENSG00000224752
HGNC:37337	VN1R22P	vomeronasal 1 receptor 22 pseudogene	
HGNC:37338	VN1R23P	vomeronasal 1 receptor 23 pseudogene	
HGNC:37344	VN1R24P	vomeronasal 1 receptor 24 pseudogene	
HGNC:37345	VN1R25P	vomeronasal 1 receptor 25 pseudogene	ENSG00000224947
HGNC:37346	VN1R26P	vomeronasal 1 receptor 26 pseudogene	
HGNC:37347	VN1R27P	vomeronasal 1 receptor 27 pseudogene	
HGNC:37348	VN1R28P	vomeronasal 1 receptor 28 pseudogene	ENSG00000227182
HGNC:37349	VN1R29P	vomeronasal 1 receptor 29 pseudogene	
HGNC:37350	VN1R30P	vomeronasal 1 receptor 30 pseudogene	
HGNC:37351	VN1R31P	vomeronasal 1 receptor 31 pseudogene	ENSG00000236284
HGNC:37352	VN1R32P	vomeronasal 1 receptor 32 pseudogene	ENSG00000230361
HGNC:37353	VN1R33P	vomeronasal 1 receptor 33 pseudogene	ENSG00000227426
HGNC:37354	VN1R34P	vomeronasal 1 receptor 34 pseudogene	ENSG00000233173
HGNC:37355	VN1R35P	vomeronasal 1 receptor 35 pseudogene	ENSG00000228660
HGNC:37356	VN1R36P	vomeronasal 1 receptor 36 pseudogene	ENSG00000230639
HGNC:37357	VN1R37P	vomeronasal 1 receptor 37 pseudogene	ENSG00000213643
HGNC:37358	VN1R38P	vomeronasal 1 receptor 38 pseudogene	ENSG00000235227
HGNC:37359	VN1R39P	vomeronasal 1 receptor 39 pseudogene	
HGNC:37360	VN1R40P	vomeronasal 1 receptor 40 pseudogene	ENSG00000223845
HGNC:37361	VN1R41P	vomeronasal 1 receptor 41 pseudogene	
HGNC:37362	VN1R42P	vomeronasal 1 receptor 42 pseudogene	ENSG00000223476
HGNC:37363	VN1R43P	vomeronasal 1 receptor 43 pseudogene	
HGNC:37364	VN1R44P	vomeronasal 1 receptor 44 pseudogene	
HGNC:37365	VN1R45P	vomeronasal 1 receptor 45 pseudogene	
HGNC:37366	VN1R46P	vomeronasal 1 receptor 46 pseudogene	ENSG00000253611
HGNC:37367	VN1R47P	vomeronasal 1 receptor 47 pseudogene	
HGNC:37368	VN1R48P	vomeronasal 1 receptor 48 pseudogene	ENSG00000237487
HGNC:37369	VN1R49P	vomeronasal 1 receptor 49 pseudogene	
HGNC:37370	VN1R50P	symbol withdrawn, see [HGNC:37369](/data/gene-symbol-report/#!/hgnc_id/HGNC:37369)	
HGNC:37371	VN1R51P	vomeronasal 1 receptor 51 pseudogene	ENSG00000228038
HGNC:37372	VN1R52P	vomeronasal 1 receptor 52 pseudogene	
HGNC:37373	VN1R53P	vomeronasal 1 receptor 53 pseudogene	ENSG00000236313
HGNC:37374	VN1R54P	vomeronasal 1 receptor 54 pseudogene	ENSG00000232109
HGNC:37375	VN1R55P	vomeronasal 1 receptor 55 pseudogene	
HGNC:37376	VN1R56P	vomeronasal 1 receptor 56 pseudogene	
HGNC:37377	VN1R57P	vomeronasal 1 receptor 57 pseudogene	
HGNC:37378	VN1R58P	vomeronasal 1 receptor 58 pseudogene	
HGNC:37379	VN1R59P	vomeronasal 1 receptor 59 pseudogene	
HGNC:37380	VN1R60P	vomeronasal 1 receptor 60 pseudogene	
HGNC:37381	VN1R61P	vomeronasal 1 receptor 61 pseudogene	
HGNC:37382	VN1R62P	vomeronasal 1 receptor 62 pseudogene	
HGNC:37383	VN1R63P	vomeronasal 1 receptor 63 pseudogene	
HGNC:37384	VN1R64P	vomeronasal 1 receptor 64 pseudogene	ENSG00000213547
HGNC:37385	VN1R65P	vomeronasal 1 receptor 65 pseudogene	ENSG00000260883
HGNC:37386	VN1R66P	vomeronasal 1 receptor 66 pseudogene	ENSG00000237185
HGNC:37387	VN1R67P	vomeronasal 1 receptor 67 pseudogene	ENSG00000260722
HGNC:37389	VN1R68P	vomeronasal 1 receptor 68 pseudogene	ENSG00000259979
HGNC:37390	VN1R69P	vomeronasal 1 receptor 69 pseudogene	ENSG00000260724
HGNC:37391	VN1R70P	vomeronasal 1 receptor 70 pseudogene	ENSG00000261515
HGNC:37392	VN1R71P	vomeronasal 1 receptor 71 pseudogene	ENSG00000264837
HGNC:37393	VN1R72P	vomeronasal 1 receptor 72 pseudogene	
HGNC:37394	VN1R73P	vomeronasal 1 receptor 73 pseudogene	
HGNC:37395	VN1R74P	vomeronasal 1 receptor 74 pseudogene	ENSG00000273732
HGNC:37396	VN1R75P	vomeronasal 1 receptor 75 pseudogene	
HGNC:37397	VN1R76P	vomeronasal 1 receptor 76 pseudogene	ENSG00000273762
HGNC:37398	VN1R77P	vomeronasal 1 receptor 77 pseudogene	
HGNC:37399	VN1R78P	vomeronasal 1 receptor 78 pseudogene	ENSG00000268272
HGNC:37400	VN1R79P	vomeronasal 1 receptor 79 pseudogene	ENSG00000269885
HGNC:37329	VN1R80P	vomeronasal 1 receptor 80 pseudogene	ENSG00000268598
HGNC:37401	VN1R81P	vomeronasal 1 receptor 81 pseudogene	ENSG00000268357
HGNC:37402	VN1R82P	vomeronasal 1 receptor 82 pseudogene	ENSG00000268995
HGNC:37403	VN1R83P	vomeronasal 1 receptor 83 pseudogene	ENSG00000268521
HGNC:37404	VN1R84P	vomeronasal 1 receptor 84 pseudogene	ENSG00000268117
HGNC:37405	VN1R85P	vomeronasal 1 receptor 85 pseudogene	ENSG00000269345
HGNC:37406	VN1R86P	vomeronasal 1 receptor 86 pseudogene	
HGNC:37407	VN1R87P	vomeronasal 1 receptor 87 pseudogene	ENSG00000268789
HGNC:37408	VN1R88P	vomeronasal 1 receptor 88 pseudogene	ENSG00000268541
HGNC:37409	VN1R89P	vomeronasal 1 receptor 89 pseudogene	
HGNC:37410	VN1R90P	vomeronasal 1 receptor 90 pseudogene	ENSG00000268794
HGNC:37411	VN1R91P	vomeronasal 1 receptor 91 pseudogene	ENSG00000268148
HGNC:37412	VN1R92P	vomeronasal 1 receptor 92 pseudogene	ENSG00000268908
HGNC:37413	VN1R93P	vomeronasal 1 receptor 93 pseudogene	ENSG00000269320
HGNC:37414	VN1R94P	vomeronasal 1 receptor 94 pseudogene	
HGNC:37415	VN1R95P	vomeronasal 1 receptor 95 pseudogene	
HGNC:37416	VN1R96P	vomeronasal 1 receptor 96 pseudogene	ENSG00000230086
HGNC:37417	VN1R97P	vomeronasal 1 receptor 97 pseudogene	
HGNC:37418	VN1R98P	vomeronasal 1 receptor 98 pseudogene	
HGNC:37419	VN1R99P	vomeronasal 1 receptor 99 pseudogene	
HGNC:37420	VN1R100P	vomeronasal 1 receptor 100 pseudogene	
HGNC:37424	VN1R101P	vomeronasal 1 receptor 101 pseudogene	
HGNC:37425	VN1R102P	vomeronasal 1 receptor 102 pseudogene	
HGNC:37426	VN1R103P	vomeronasal 1 receptor 103 pseudogene	
HGNC:37427	VN1R104P	vomeronasal 1 receptor 104 pseudogene	ENSG00000249654
HGNC:37428	VN1R105P	vomeronasal 1 receptor 105 pseudogene	ENSG00000242856
HGNC:37429	VN1R106P	vomeronasal 1 receptor 106 pseudogene	
HGNC:37431	VN1R107P	vomeronasal 1 receptor 107 pseudogene	ENSG00000268545
HGNC:37432	VN1R108P	vomeronasal 1 receptor 108 pseudogene	ENSG00000230772
HGNC:37434	VN1R109P	vomeronasal 1 receptor 109 pseudogene	
HGNC:37438	VN1R110P	vomeronasal 1 receptor 110 pseudogene	ENSG00000231725
HGNC:37332	VN1R111P	vomeronasal 1 receptor 111 pseudogene	
HGNC:37437	VN1R112P	vomeronasal 1 receptor 112 pseudogene	
HGNC:30344	VN2R1P	vomeronasal 2 receptor 1 pseudogene	ENSG00000174930
HGNC:33208	VN2R2P	vomeronasal 2 receptor 2 pseudogene	
HGNC:33209	VN2R3P	vomeronasal 2 receptor 3, pseudogene	ENSG00000234680
HGNC:33210	VN2R4P	symbol withdrawn, see [HGNC:33209](/data/gene-symbol-report/#!/hgnc_id/HGNC:33209)	
HGNC:33211	VN2R5P	symbol withdrawn, see [HGNC:33209](/data/gene-symbol-report/#!/hgnc_id/HGNC:33209)	
HGNC:33212	VN2R6P	vomeronasal 2 receptor 6 pseudogene	
